발표시각,지역,예보시각,예보,강수확률(%)
2026-05-10 18시,서울.인천.경기,2026-05-15 오후,맑음,10
2026-05-10 18시,서울.인천.경기,2026-05-16 오전,맑음,10
2026-05-10 18시,서울.인천.경기,2026-05-16 오후,맑음,10
2026-05-10 18시,서울.인천.경기,2026-05-17 오전,맑음,10
2026-05-10 18시,서울.인천.경기,2026-05-17 오후,맑음,10
2026-05-10 18시,서울.인천.경기,2026-05-18 오전,구름많음,20
2026-05-10 18시,서울.인천.경기,2026-05-19 오전,구름많음,30
2026-05-10 18시,서울.인천.경기,2026-05-20 오전,흐림,40
2026-05-10 18시,충청북도,2026-05-15 오전,맑음,10
2026-05-10 18시,충청북도,2026-05-15 오후,맑음,10
2026-05-10 18시,충청북도,2026-05-16 오전,맑음,10
2026-05-10 18시,충청북도,2026-05-16 오후,맑음,10
2026-05-10 18시,충청북도,2026-05-17 오전,맑음,10
2026-05-10 18시,충청북도,2026-05-17 오후,맑음,10
2026-05-10 18시,충청북도,2026-05-18 오전,구름많음,20
2026-05-10 18시,충청북도,2026-05-19 오전,구름많음,30
2026-05-10 18시,충청북도,2026-05-20 오전,흐림,40
2026-05-10 18시,충청남도,2026-05-15 오전,맑음,10
2026-05-10 18시,충청남도,2026-05-15 오후,맑음,10
2026-05-10 18시,충청남도,2026-05-16 오전,맑음,10
2026-05-10 18시,충청남도,2026-05-16 오후,맑음,10
2026-05-10 18시,충청남도,2026-05-17 오전,맑음,10
2026-05-10 18시,충청남도,2026-05-17 오후,맑음,10
2026-05-10 18시,충청남도,2026-05-18 오전,구름많음,20
2026-05-10 18시,충청남도,2026-05-19 오전,구름많음,30
2026-05-10 18시,충청남도,2026-05-20 오전,흐림,40
2026-05-10 18시,강원영서,2026-05-15 오전,맑음,10
2026-05-10 18시,강원영서,2026-05-15 오후,맑음,10
2026-05-10 18시,강원영서,2026-05-16 오전,맑음,10
2026-05-10 18시,강원영서,2026-05-16 오후,맑음,10
2026-05-10 18시,강원영서,2026-05-17 오전,맑음,10
2026-05-10 18시,강원영서,2026-05-17 오후,맑음,10
2026-05-10 18시,강원영서,2026-05-18 오전,구름많음,20
2026-05-10 18시,강원영서,2026-05-19 오전,구름많음,30
2026-05-10 18시,강원영서,2026-05-20 오전,흐림,40
2026-05-10 18시,강원영동,2026-05-15 오전,맑음,10
2026-05-10 18시,강원영동,2026-05-15 오후,맑음,10
2026-05-10 18시,강원영동,2026-05-16 오전,맑음,10
2026-05-10 18시,강원영동,2026-05-16 오후,맑음,10
2026-05-10 18시,강원영동,2026-05-17 오전,맑음,10
2026-05-10 18시,강원영동,2026-05-17 오후,맑음,10
2026-05-10 18시,강원영동,2026-05-18 오전,구름많음,20
2026-05-10 18시,강원영동,2026-05-19 오전,구름많음,30
2026-05-10 18시,강원영동,2026-05-20 오전,흐림,40
2026-05-10 18시,전북자치도,2026-05-15 오전,맑음,10
2026-05-10 18시,전북자치도,2026-05-15 오후,맑음,10
2026-05-10 18시,전북자치도,2026-05-16 오전,맑음,10
2026-05-10 18시,전북자치도,2026-05-16 오후,맑음,10
2026-05-10 18시,전북자치도,2026-05-17 오전,맑음,10
2026-05-10 18시,전북자치도,2026-05-17 오후,맑음,10
2026-05-10 18시,전북자치도,2026-05-18 오전,구름많음,20
2026-05-10 18시,전북자치도,2026-05-19 오전,구름많음,30
2026-05-10 18시,전북자치도,2026-05-20 오전,흐리고 비,60
2026-05-10 18시,전라남도,2026-05-15 오전,맑음,10
2026-05-10 18시,전라남도,2026-05-15 오후,맑음,10
2026-05-10 18시,전라남도,2026-05-16 오전,맑음,10
2026-05-10 18시,전라남도,2026-05-16 오후,맑음,10
2026-05-10 18시,전라남도,2026-05-17 오전,맑음,10
2026-05-10 18시,전라남도,2026-05-17 오후,맑음,10
2026-05-10 18시,전라남도,2026-05-18 오전,구름많음,20
2026-05-10 18시,전라남도,2026-05-19 오전,구름많음,30
2026-05-10 18시,전라남도,2026-05-20 오전,흐리고 비,60
2026-05-10 18시,제주도,2026-05-15 오전,맑음,10
2026-05-10 18시,제주도,2026-05-15 오후,맑음,10
2026-05-10 18시,제주도,2026-05-16 오전,맑음,10
2026-05-10 18시,제주도,2026-05-16 오후,맑음,10
2026-05-10 18시,제주도,2026-05-17 오전,맑음,10
2026-05-10 18시,제주도,2026-05-17 오후,맑음,10
2026-05-10 18시,제주도,2026-05-18 오전,구름많음,20
2026-05-10 18시,제주도,2026-05-19 오전,구름많음,30
2026-05-10 18시,제주도,2026-05-20 오전,흐리고 비,60
2026-05-10 18시,경상북도,2026-05-15 오전,맑음,10
2026-05-10 18시,경상북도,2026-05-15 오후,맑음,10
2026-05-10 18시,경상북도,2026-05-16 오전,맑음,10
2026-05-10 18시,경상북도,2026-05-16 오후,맑음,10
2026-05-10 18시,경상북도,2026-05-17 오전,맑음,10
2026-05-10 18시,경상북도,2026-05-17 오후,맑음,10
2026-05-10 18시,경상북도,2026-05-18 오전,구름많음,20
2026-05-10 18시,경상북도,2026-05-19 오전,구름많음,30
2026-05-10 18시,경상북도,2026-05-20 오전,흐리고 비,60
2026-05-10 18시,경상남도,2026-05-15 오전,맑음,10
2026-05-10 18시,경상남도,2026-05-15 오후,맑음,10
2026-05-10 18시,경상남도,2026-05-16 오전,맑음,10
2026-05-10 18시,경상남도,2026-05-16 오후,맑음,10
2026-05-10 18시,경상남도,2026-05-17 오전,맑음,10
2026-05-10 18시,경상남도,2026-05-17 오후,맑음,10
2026-05-10 18시,경상남도,2026-05-18 오전,구름많음,20
2026-05-10 18시,경상남도,2026-05-19 오전,구름많음,30
2026-05-10 18시,경상남도,2026-05-20 오전,흐리고 비,60
